,C1,C2,C5,C9,C10,C11
0,0.0051642294861472,8.787370392597721e-07,202.81000263189856,4.974795285466451,401.7722686996785,492.16865856573895
1,0.0006335672877348,8.070369540863451e-07,0.9513401869781336,8.954626476020538,240.30711397295815,273.8924030293292
2,0.0180904742638173,4.6061673657427406e-05,198.94557054811543,5.969754342559742,169.96276926692417,149.06754941024337
3,0.3646065482758552,2.6224729520776e-05,202.20215843548004,11.939498609481332,1080.3836588414497,540.884160839033
4,0.0007256159270926,4.247559704081871e-06,202.6037850688809,5.969754342559741,137.55037102384267,153.88031186629223
5,0.0061932595167017,1.1768693198856116e-05,202.49904581521324,15.91932980003542,73.39296799997828,406.31988724867006
6,0.0816309466482643,4.42214678127626e-06,202.5453205759493,9.949590570932903,71.9590800755459,157.95389081015128
7,0.000715148906915,8.430142414464098e-06,20.278128235423093,5.969749304740666,197.7550712889856,534.1281146598681
8,0.0228124975860607,1.9764916686385923e-05,202.22440769178863,3.979836228373159,66.81286439203359,41.819114620995606
9,0.0189370067297048,7.392549232043303e-06,202.2610152005996,8.954626476020538,46.88104692682464,256.6082519788956
10,0.0010321327187739,3.389941836839908e-07,201.51532700613305,8.954626476020538,360.3160200036841,842.8143515606457
11,0.0031211347735673,9.470115006062108e-07,202.47143351850784,3.979836228373159,45.23590976119431,339.2589396893832
12,0.0080249670417429,1.5539455439681373e-07,5.755862453327154e-09,5.969754342559742,45.17149493579382,669.7587933420318
13,0.1652081885379624,5.795336146488039e-07,2.915902694855532e-05,3.979836228373159,966.0905059363976,373.5122208340226
14,0.0490761927158919,1.1430488572640633e-07,202.68413064809192,12.934457666574628,207.75498145160464,807.8327065636167
15,0.0036923935496372,4.906671237625369e-06,201.6879747293683,7.959667418927246,191.6377199000758,176.90323231342154
16,0.0327282856747602,2.701745148563825e-06,202.61663753274152,7.959667418927247,933.6305349225267,292.40422384200747
17,0.0178915396868704,2.4033228625890048e-06,202.93993022182232,6.964713399653032,406.3645270242323,664.8685650438629
18,0.0007239850108524,7.150142241810107e-06,0.060140537452864,3.979836228373159,557.035590154574,666.0673079312783
19,0.0192490680709142,4.892369645614097e-07,202.5353143806732,1.98991811418658,503.3742214567719,197.77361339158145
20,0.0023538447044567,6.766849274147694e-07,201.58207545712287,3.979836228373161,482.0215628948836,301.775320298028
21,0.0126330892593775,7.415845679236521e-06,201.5195823336676,8.954626476020536,276.3568493438488,251.5463290294024
22,0.0178394540677412,2.4533203927957336e-07,202.3987345336409,3.979836228373159,990.238938366074,40.23848887124496
23,0.0025801010556322,1.4895117766039314e-06,202.07488392054583,5.969754342559741,208.7463793669558,178.10933178790128
24,0.0092276670743886,1.6823465188659225e-05,202.57312532018065,3.979836228373161,893.5877466027055,48.403235599465006
25,0.0028323033067131,4.168154211992559e-06,202.77234443612969,6.9647083618339565,440.26371857820914,1057.1755487685464
26,0.0290344753818142,1.401040734409784e-07,201.90061998067367,4.974795285466451,41.69407977844821,657.4698232418641
27,0.2029244036111414,8.571335970297366e-07,201.7568192354981,6.964713399653032,53.46529443184773,355.50647023428337
28,0.003021733527482,6.749804232101222e-06,201.12762347560977,2.9848771712798694,175.13122584577877,644.7148465450996
29,0.0098472558641238,7.521812938856813e-05,0.0579766526356495,4.974795285466449,365.0623804567836,140.26305136829524
30,0.0015277978871098,3.31908634643231e-07,202.6807793787888,10.944575750550728,51.75574184472953,250.41185761573888
31,0.0018611580729645,7.040725338401493e-05,201.08969729484016,5.969749304740666,83.52449377043013,35.176430636757686
32,0.1077773259442467,2.412631533301652e-06,201.55353551676032,1.98991811418658,270.66741773646163,403.345443049348
33,0.047094334670845,6.155441012985786e-06,202.5902716248177,3.979836228373159,214.40098035773556,41.8814431390083
34,0.0028002297352316,6.26456115026291e-06,202.4114394252683,11.939498609481335,86.68637079301607,396.6766188268184
35,0.0007113127265008,2.708060403564286e-05,201.2077854340572,8.954626476020538,321.74851104762183,407.5453764088734
36,0.0318627154359957,4.631982281103218e-07,202.43614843971207,5.969754342559741,18.72202829045,240.98676213933868
37,0.0025986001085444,1.057961184526791e-06,202.18295046456265,6.964708361833959,182.13081491907175,428.3563270648897
38,0.0022945578592322,1.325025630832369e-05,202.27276016080967,8.954626476020538,91.6860918432376,491.9567844523913
39,0.003671614588242,7.880996265994246e-07,202.1525740419805,3.979836228373159,223.21584096856668,448.997761922013
40,0.0002711259883163,7.062417029694504e-06,201.9148784685284,5.969754342559742,176.8417282284122,128.8082528352661
41,0.002469522354439,1.2165862917684722e-06,202.58915407474024,3.979836228373159,137.03545400406256,264.8354530112565
42,0.0359640344320976,1.2794009878969313e-05,7.285254963740328e-06,4.974795285466449,55.04579376241964,165.70931476347596
43,0.0087020964639499,7.89690600588987e-06,201.4444854807757,4.974795285466451,253.6551162628648,228.19941543186
44,0.0044882962990633,4.2189104632548345e-05,29.70655910793809,2.9848771712798694,303.1636211965829,561.3428329470885
45,0.0132188171044064,4.005695353843125e-05,0.0006264252604326,13.929416723667917,389.125433872784,264.8374609212801
46,0.0027154325244479,9.263682019310956e-07,200.7335725226309,6.9647083618339565,63.335449259830966,28.52979112486992
47,0.0219838952707899,8.273875156503946e-08,202.7975552611177,7.959667418927249,163.9373083018163,729.797778081755
48,0.0017792543707033,1.5485051119747637e-06,95.8838106824898,1.98991811418658,165.2569271217426,188.54954093177184
49,0.0007697195520981,4.629498099473317e-05,201.91982564166577,6.964713399653032,306.1553162165842,823.1738272655775
50,0.0132017952739644,5.580849240658087e-09,202.6505009831814,3.979836228373159,510.5335117205359,679.4761329536664
